,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
20066,within an hour,100,100,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,205.0,1,365,2.0,4.87,4.89,4.92,4.92,4.88,4.71,t,0.0684931506849315,33
20070,within an hour,100,99,f,t,f,Harlem,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,143.0,4,29,4.0,4.65,4.69,4.81,4.91,4.6,4.63,f,0.1643835616438356,25
20072,within an hour,100,100,f,t,t,Long Island City,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,292.0,1,30,1.0,4.0,4.36,4.45,4.18,4.36,4.0,t,0.1205479452054794,31
20092,within an hour,100,100,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,244.0,1,365,2.0,4.9,4.94,4.93,4.92,4.92,4.8,t,0.1808219178082191,35
20096,within an hour,100,94,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,444.0,1,365,1.0,4.5,4.73,4.6,4.4,4.73,4.27,t,0.021917808219178,33
20110,within an hour,100,100,t,t,t,Chelsea,Entire rental unit,Entire home/apt,5,1.0,1 bath,0.0,3.0,200.0,4,29,4.0,4.73,4.83,4.84,4.81,4.91,4.63,t,0.3041095890410959,28
20111,within an hour,100,100,t,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,0.0,3.0,211.0,4,28,4.0,4.69,4.86,4.86,4.86,4.9,4.63,t,0.2657534246575342,30
20124,within an hour,100,100,t,t,t,Washington Heights,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,321.0,5,28,5.0,4.84,4.87,4.91,4.9,4.69,4.74,f,0.0876712328767123,51
20147,within an hour,100,100,t,t,t,Nolita,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,234.0,1,365,2.0,4.89,4.89,4.95,4.91,4.9,4.75,t,0.0958904109589041,29
20162,within an hour,100,100,t,t,t,East Elmhurst,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,201.0,2,27,2.0,4.87,4.92,4.93,4.91,4.8,4.81,t,0.2027397260273972,52
20163,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,2,1.0,1 shared bath,0.0,1.0,308.0,1,1125,1.0,4.62,4.62,4.79,4.76,4.81,4.53,t,0.1068493150684931,20
20164,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,4,1.0,1 shared bath,0.0,2.0,351.0,1,1125,1.0,4.69,4.65,4.9,4.81,4.98,4.46,t,0.1753424657534246,20
20165,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,2,1.0,1 bath,0.0,1.0,365.0,1,1125,1.0,4.43,4.47,4.6,4.37,4.63,4.4,t,0.1534246575342465,20
20166,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,2,1.0,1 shared bath,0.0,1.0,263.0,1,1125,1.0,4.46,4.67,4.71,4.46,4.88,4.13,t,0.2465753424657534,20
20168,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,4,1.0,1 shared bath,1.0,2.0,336.0,1,1125,1.0,4.74,4.79,4.84,4.79,4.79,4.47,t,0.673972602739726,20
20170,within an hour,98,100,f,t,t,Tribeca,Room in boutique hotel,Private room,4,2.0,2 shared baths,0.0,2.0,410.0,1,1125,2.0,4.86,4.79,4.93,4.79,4.79,4.64,t,0.3095890410958904,20
20174,within an hour,100,94,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,385.0,1,365,1.0,4.5,4.43,4.5,4.61,4.79,4.46,t,0.0547945205479452,31
20175,within an hour,100,94,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,303.0,1,365,1.0,4.63,4.73,4.55,4.68,4.95,4.48,t,0.021917808219178,32
20176,within an hour,100,94,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,258.0,1,365,1.0,4.62,4.69,4.69,4.49,4.69,4.54,t,0.0493150684931506,31
20191,within an hour,100,93,t,t,t,Kew Gardens,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,100.0,2,28,2.0,4.83,4.69,4.83,4.82,4.83,4.72,f,0.1260273972602739,33
20204,within an hour,100,94,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,4.0,793.0,1,365,1.0,4.97,4.86,4.93,4.97,5.0,4.69,t,0.0136986301369863,25
20223,within an hour,100,100,t,t,t,Bushwick,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,105.0,3,29,3.0,4.91,4.84,4.95,4.99,4.88,4.88,f,0.3616438356164383,63
20228,within an hour,100,100,t,t,f,Crown Heights,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,204.0,4,14,4.0,4.88,4.92,4.92,4.94,4.34,4.85,f,0.1342465753424657,40
20254,within an hour,100,92,t,t,t,Rockaway Beach,Private room in bungalow,Private room,2,1.0,1 private bath,2.0,2.0,146.0,1,1125,1.0,4.98,4.97,5.0,4.97,4.94,4.94,f,0.3178082191780822,64
20263,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,194.0,1,1125,30.0,4.11,4.28,4.11,4.17,3.89,3.98,t,0.0054794520547945,45
20277,within a few hours,100,97,t,t,t,Williamsburg,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,1.0,225.0,1,10,1.0,4.89,4.8,4.96,4.93,4.95,4.82,f,0.6602739726027397,68
20287,within an hour,100,100,t,f,f,College Point,Private room in home,Private room,4,1.0,1 private bath,2.0,2.0,92.0,2,28,2.0,4.64,4.69,4.81,4.83,4.54,4.61,t,0.2136986301369863,27
20293,within an hour,100,100,t,t,t,East Flatbush,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,68.0,3,25,3.0,4.82,4.81,4.94,4.9,4.52,4.78,f,0.2684931506849315,27
20302,within an hour,100,98,f,f,f,Canarsie,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,116.0,2,1125,2.0,4.76,4.99,4.93,4.87,4.66,4.69,f,0.0301369863013698,45
20306,within an hour,100,96,t,t,t,Bushwick,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,2.0,2.0,305.0,2,28,2.0,4.97,4.95,4.99,4.97,4.73,4.89,f,0.1205479452054794,59
20322,within an hour,100,90,f,t,t,West Brighton,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,109.0,4,365,4.0,4.78,4.76,4.87,4.84,4.84,4.76,f,0.0876712328767123,50
20391,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,99.0,1,365,1.0,4.95,4.95,4.95,4.99,4.85,4.93,t,0.336986301369863,52
20410,within an hour,100,100,t,t,t,Mariners Harbor,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,75.0,2,30,2.0,4.9,4.88,4.98,4.98,4.76,4.86,f,0.0630136986301369,17
20440,within an hour,90,100,t,t,t,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,150.0,2,365,2.0,4.93,4.91,4.94,4.97,4.72,4.9,t,0.1835616438356164,54
20469,within an hour,100,90,f,t,t,Williamsburg,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,156.0,3,90,3.0,4.96,4.93,4.96,4.95,4.79,4.85,f,0.136986301369863,63
20475,within a day,100,94,t,t,f,Ditmars Steinway,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,133.0,2,30,2.0,4.96,4.98,4.95,5.0,4.84,4.78,f,0.1616438356164383,49
20492,within an hour,94,100,f,t,t,Greenpoint,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,399.0,1,1125,1.0,4.88,5.0,4.97,4.88,4.68,4.62,f,0.5616438356164384,25
20493,within an hour,94,100,f,t,t,Greenpoint,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,399.0,1,1125,1.0,4.75,4.88,4.85,4.83,4.7,4.68,t,0.5753424657534246,25
20494,within an hour,94,100,f,t,t,Greenpoint,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,399.0,1,1125,1.0,4.83,4.9,4.95,4.86,4.79,4.69,f,0.5671232876712329,24
20497,within an hour,100,100,t,t,f,Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,133.0,2,27,2.0,4.92,4.93,4.92,4.94,4.87,4.85,f,0.410958904109589,60
20499,within an hour,100,99,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,10,2.0,2 baths,5.0,5.0,1200.0,2,30,2.0,4.35,4.15,4.71,4.56,4.76,4.29,f,0.5095890410958904,14
20501,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,232.0,1,1125,30.0,4.35,4.65,4.25,3.85,4.2,4.15,t,0.0383561643835616,48
20502,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,256.0,1,1125,30.0,3.85,3.95,4.05,3.7,4.05,3.85,t,0.0383561643835616,45
20503,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,2.0,217.0,1,1125,30.0,4.07,3.93,4.07,4.07,4.36,3.79,t,0.0356164383561643,47
20519,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,181.0,1,1125,30.0,3.94,4.42,4.0,3.67,3.82,4.03,t,0.0054794520547945,45
20520,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,4,1.0,1 bath,1.0,1.0,577.0,1,1125,4.0,4.64,4.81,4.64,4.66,4.84,4.64,t,0.1698630136986301,47
20521,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,8,2.0,2 baths,4.0,4.0,1133.0,1,1125,4.0,4.79,4.82,4.89,4.87,4.93,4.59,t,0.2054794520547945,47
20530,within an hour,100,95,f,t,t,Maspeth,Private room in home,Private room,2,1.0,1 private bath,1.0,4.0,104.0,1,29,1.0,4.78,4.81,4.91,4.89,4.71,4.75,f,0.0493150684931506,27
20531,within an hour,100,100,t,t,t,Mariners Harbor,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,171.0,3,28,5.0,4.98,5.0,4.96,4.98,4.87,4.96,f,0.5150684931506849,57
20533,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,4,1.0,1 bath,0.0,2.0,380.0,1,1125,4.0,4.81,4.85,4.89,4.81,4.85,4.68,t,0.1506849315068493,44
20537,within an hour,95,94,f,t,f,Bushwick,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,325.0,3,1125,3.0,4.4,4.32,4.6,4.24,4.52,4.28,f,0.0246575342465753,48
20547,within an hour,90,100,t,t,t,Williamsburg,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,2.0,269.0,2,365,2.0,4.86,4.97,4.83,4.89,4.83,4.54,f,0.0821917808219178,27
20561,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,2.0,168.0,3,30,4.0,4.88,4.94,4.96,4.9,4.8,4.85,f,0.1945205479452054,26
20600,within an hour,90,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,2.0,174.0,1,1125,3.0,4.53,4.39,4.68,4.77,4.82,4.28,t,0.1671232876712328,44
20611,within an hour,100,100,t,t,t,Prospect-Lefferts Gardens,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,150.0,3,365,3.0,4.97,4.85,4.99,5.0,4.93,4.93,f,0.147945205479452,45
20618,within an hour,100,98,f,t,t,Sheepshead Bay,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,3.0,182.0,1,1125,1.0,4.81,4.85,4.89,4.92,4.77,4.65,t,0.1205479452054794,63
20628,within an hour,100,100,t,t,t,East Elmhurst,Private room in home,Private room,2,1.5,1.5 baths,1.0,2.0,123.0,1,28,1.0,4.94,4.87,4.95,4.98,4.86,4.9,f,0.6602739726027397,42
20651,within an hour,100,100,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,272.0,1,365,2.0,4.85,4.88,4.91,4.85,4.87,4.7,t,0.0958904109589041,27
20672,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,6,1.0,1 bath,3.0,3.0,829.0,1,1125,4.0,4.69,4.82,4.83,4.74,4.83,4.61,t,0.2273972602739726,47
20673,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,4,1.0,1 bath,2.0,2.0,695.0,1,1125,4.0,4.68,4.8,4.88,4.75,4.78,4.54,t,0.147945205479452,48
20675,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,8,1.5,1.5 baths,4.0,4.0,1097.0,1,1125,4.0,4.76,4.74,4.85,4.78,4.88,4.61,t,0.147945205479452,46
20676,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,4,1.0,1 bath,1.0,2.0,563.0,1,1125,4.0,4.94,4.94,4.94,4.97,4.89,4.81,t,0.1808219178082191,45
20677,within an hour,97,100,t,t,t,Financial District,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,375.0,1,1125,4.0,4.57,4.71,4.74,4.7,4.87,4.56,t,0.1561643835616438,50
20683,within an hour,100,98,t,t,t,Crown Heights,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,196.0,2,15,2.0,4.8,4.76,4.94,4.92,4.51,4.77,f,0.6164383561643836,43
20715,within an hour,100,99,f,t,t,Theater District,Entire serviced apartment,Entire home/apt,5,1.0,1 bath,2.0,2.0,739.0,7,28,10.0,4.78,4.75,4.94,4.86,4.75,4.49,t,0.0027397260273972,47
20739,within an hour,100,100,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,187.0,1,365,2.0,4.89,4.9,4.92,4.91,4.91,4.71,t,0.1698630136986301,27
20757,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,242.0,1,1125,30.0,3.67,3.83,3.92,3.5,3.5,3.42,t,0.0575342465753424,48
20758,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,0.0,1.0,250.0,1,1125,30.0,5.0,5.0,4.0,5.0,1.0,3.0,t,0.0273972602739726,48
20775,within an hour,100,100,t,t,f,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,519.0,4,60,4.0,4.96,4.99,4.99,5.0,4.68,4.79,f,0.0684931506849315,76
20808,within an hour,100,97,t,t,t,East Flatbush,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,228.0,2,27,1.0,4.97,4.97,4.98,5.0,4.71,4.9,f,0.3013698630136986,49
20916,within a few hours,100,100,t,t,t,Flushing,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,84.0,2,60,2.0,4.92,4.85,5.0,5.0,4.85,4.96,f,0.1863013698630137,18
20921,within an hour,100,100,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,263.0,1,365,2.0,4.85,4.93,4.95,4.89,4.85,4.78,t,0.0958904109589041,28
20924,within an hour,100,97,t,t,t,Morris Park,Private room,Private room,2,1.0,1 shared bath,1.0,1.0,182.0,2,29,2.0,4.96,4.94,4.99,5.0,4.88,4.78,f,0.0410958904109589,57
20926,within an hour,94,96,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,581.0,1,365,3.0,4.67,4.67,5.0,5.0,5.0,4.33,t,0.5534246575342465,28
20927,within an hour,94,96,f,t,t,Upper West Side,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,581.0,1,365,3.0,4.8,4.67,5.0,4.93,4.87,4.6,t,0.5534246575342465,28
20928,within an hour,94,96,f,t,t,Upper West Side,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,536.0,1,365,3.0,5.0,5.0,5.0,5.0,5.0,4.8,t,0.5232876712328767,28
20930,within an hour,94,96,f,t,t,Upper West Side,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,693.0,1,365,3.0,4.78,4.89,4.89,5.0,5.0,4.56,t,0.4876712328767123,28
20951,within an hour,100,100,t,t,t,Prospect Heights,Entire home,Entire home/apt,2,1.0,1 bath,1.0,2.0,284.0,3,365,5.0,4.92,4.98,4.96,4.99,4.96,4.83,f,0.1041095890410958,36
20966,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,229.0,1,365,7.0,4.67,4.62,4.82,4.82,4.85,4.36,t,0.2301369863013698,34
20979,within an hour,100,97,t,t,t,Astoria,Entire rental unit,Entire home/apt,10,2.0,2 baths,4.0,8.0,548.0,5,60,5.0,4.99,5.0,5.0,4.97,4.96,4.92,f,0.4054794520547945,48
20985,within an hour,100,98,t,t,t,Midtown,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,199.0,1,365,6.0,4.76,4.84,4.94,4.95,4.92,4.56,t,0.5972602739726027,34
20987,within an hour,100,91,t,t,t,Bushwick,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,156.0,1,60,1.0,4.78,4.8,4.84,4.91,4.82,4.7,f,0.0273972602739726,43
20995,within an hour,100,98,t,t,t,Midtown,Private room in rental unit,Private room,3,1.0,1 bath,1.0,2.0,298.0,1,365,6.0,4.63,5.0,5.0,4.88,5.0,4.13,f,0.5972602739726027,30
21009,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,202.0,1,365,6.0,4.6,4.6,4.8,4.87,5.0,4.6,t,0.1589041095890411,23
21014,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,0.0,0 shared baths,1.0,2.0,63.0,1,365,1.0,4.25,4.23,4.6,4.48,4.83,4.35,t,0.4191780821917808,34
21019,within an hour,100,100,t,t,t,Bushwick,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,148.0,2,60,2.0,4.95,4.87,4.94,4.9,4.73,4.8,f,0.0520547945205479,46
21024,within an hour,100,100,f,t,t,Astoria,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,104.0,1,365,1.0,4.78,4.6,4.86,4.9,4.88,4.67,f,0.1917808219178082,34
21031,within an hour,100,100,f,t,t,Astoria,Private room in bungalow,Private room,2,1.0,1 private bath,1.0,1.0,112.0,1,365,1.0,4.75,4.51,4.91,4.92,4.86,4.72,t,0.1972602739726027,32
21032,within a few hours,100,93,t,t,f,Crown Heights,Entire home,Entire home/apt,5,1.0,1 bath,3.0,3.0,209.0,1,730,1.0,4.87,4.83,4.89,4.87,4.43,4.77,f,0.2246575342465753,46
21035,within an hour,100,100,f,t,t,Astoria,Private room in bungalow,Private room,2,1.0,1 shared bath,1.0,1.0,101.0,1,365,1.0,4.66,4.53,4.91,4.9,4.79,4.6,f,0.2876712328767123,32
21036,within an hour,100,100,f,t,t,Astoria,Private room in bungalow,Private room,2,1.0,1 shared bath,1.0,1.0,102.0,1,365,1.0,4.74,4.66,4.94,4.88,4.74,4.71,f,0.1616438356164383,33
21042,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,0.0,0 shared baths,1.0,2.0,68.0,1,365,1.0,4.0,4.14,4.5,4.5,4.79,4.03,t,0.4438356164383562,37
21043,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,0.0,0 shared baths,1.0,2.0,77.0,1,365,1.0,4.45,4.5,4.71,4.71,5.0,4.45,t,0.4,37
21044,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,0.0,0 shared baths,1.0,3.0,82.0,1,365,1.0,4.23,4.29,4.52,4.56,4.79,4.21,t,0.6109589041095891,37
21045,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,0.0,0 shared baths,1.0,2.0,72.0,1,365,1.0,4.07,4.2,4.67,4.53,4.87,3.93,t,0.3753424657534246,38
21046,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,0.0,0 shared baths,1.0,2.0,74.0,1,365,1.0,4.06,4.36,4.45,4.48,4.67,4.21,t,0.3835616438356164,37
21049,within an hour,100,98,f,t,t,Unionport,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,148.0,2,30,2.0,4.64,4.52,4.75,4.68,4.62,4.71,f,0.0684931506849315,63
21074,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,0.0,0 shared baths,1.0,2.0,83.0,1,365,1.0,4.3,4.39,4.59,4.57,4.72,4.3,t,0.3863013698630137,37
21075,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,0.0,0 shared baths,1.0,2.0,84.0,1,365,1.0,3.96,4.21,4.39,4.29,4.82,4.07,t,0.3917808219178082,37
21077,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,5,1.0,1 private bath,1.0,3.0,118.0,1,365,1.0,4.41,4.48,4.59,4.59,4.83,4.33,t,0.4493150684931506,35
21103,within an hour,100,97,t,t,t,East Elmhurst,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,150.0,3,30,3.0,4.84,4.85,4.9,4.95,4.72,4.81,f,0.0547945205479452,41
21132,within an hour,100,100,t,t,f,Sea Gate,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,81.0,2,60,2.0,4.91,4.87,4.87,4.94,4.76,4.76,f,0.5780821917808219,68
21149,within an hour,100,100,f,t,t,Clason Point,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,164.0,1,1125,1.0,4.69,4.75,4.85,4.91,4.51,4.64,f,0.0794520547945205,78
21150,within an hour,100,100,t,t,t,Gravesend,Private room in guest suite,Private room,4,1.0,1 private bath,2.0,3.0,274.0,4,90,4.0,5.0,4.95,5.0,4.98,4.88,4.89,f,0.1917808219178082,65
21154,within an hour,69,99,f,t,t,Chelsea,Room in hotel,Private room,2,1.0,1 private bath,1.0,0.0,262.0,1,1125,1.0,3.67,3.89,3.56,3.44,3.89,3.78,t,0.1972602739726027,3
21164,within an hour,100,100,f,t,t,East Village,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,111.0,1,28,1.0,4.23,3.87,4.56,4.51,4.79,4.1,f,0.0547945205479452,48
21179,within an hour,100,94,t,t,f,Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,230.0,2,17,2.0,4.71,5.0,5.0,5.0,4.71,5.0,f,0.0821917808219178,53
21184,within an hour,100,100,t,t,t,East Harlem,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,220.0,1,730,1.0,4.78,4.78,4.9,4.87,4.47,4.58,t,0.2876712328767123,49
21219,within an hour,100,91,t,t,t,East New York,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,92.0,3,100,3.0,4.86,4.86,4.93,4.93,4.72,4.83,f,0.4,40
21240,within an hour,100,96,t,t,t,Crown Heights,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,82.0,3,90,3.0,4.88,4.62,5.0,4.98,4.9,4.87,f,0.6465753424657534,38
21246,within an hour,100,94,t,t,f,Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,225.0,2,17,2.0,4.76,4.94,5.0,4.71,4.71,4.76,f,0.0821917808219178,48
21250,within a few hours,100,100,t,t,t,Canarsie,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,127.0,2,120,2.0,4.74,4.74,4.89,4.94,4.81,4.7,f,0.1589041095890411,55
21255,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,3.0,238.0,1,365,6.0,4.66,4.72,4.66,4.69,4.97,4.83,t,0.1506849315068493,31
21258,within an hour,100,100,t,t,t,Sunset Park,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,199.0,2,28,2.0,4.98,4.97,4.99,5.0,4.95,4.95,f,0.4876712328767123,65
21265,within an hour,100,94,t,t,f,Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,220.0,2,15,2.0,4.79,4.95,5.0,5.0,4.74,4.74,f,0.0821917808219178,56
21288,within an hour,100,94,t,t,f,Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,240.0,2,17,2.0,5.0,5.0,5.0,5.0,4.2,5.0,f,0.0821917808219178,56
21289,within an hour,100,100,f,t,t,East Flatbush,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,153.0,5,365,5.0,4.86,4.98,4.86,4.96,4.31,4.63,t,0.1095890410958904,46
21290,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,6.0,218.0,1,365,6.0,4.85,4.9,4.85,4.8,4.95,4.75,t,0.2,24
21299,within an hour,100,100,f,t,t,East Village,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,112.0,1,28,1.0,4.48,4.09,4.57,4.52,4.89,4.46,t,0.0657534246575342,48
21314,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,5,2.0,2 shared baths,2.0,5.0,298.0,3,365,3.0,4.91,4.81,4.99,4.99,4.49,4.84,f,0.273972602739726,73
21326,within an hour,100,90,t,t,t,Bay Ridge,Entire rental unit,Entire home/apt,2,2.0,2 baths,3.0,4.0,217.0,1,29,1.0,4.82,4.93,4.89,4.99,4.76,4.81,f,0.4383561643835616,58
21376,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,249.0,1,365,6.0,4.6,4.63,4.8,4.85,4.83,4.48,t,0.2328767123287671,32
21377,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,252.0,1,365,6.0,4.67,4.7,4.83,4.85,4.87,4.65,t,0.210958904109589,28
21397,within an hour,100,99,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,3.0,244.0,1,365,7.0,4.79,4.76,4.76,4.86,4.9,4.76,t,0.2328767123287671,31
21425,within an hour,95,75,t,t,t,East Harlem,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,65.0,1,365,1.0,4.84,4.7,4.94,4.97,4.46,4.78,f,0.2602739726027397,13
21440,within an hour,100,83,t,t,t,Greenpoint,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,131.0,2,4,2.0,4.93,4.9,4.99,4.98,4.96,4.87,f,0.6164383561643836,51
21451,within an hour,97,99,f,t,t,Flatiron District,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,366.0,1,365,3.0,4.4,4.61,4.74,4.45,4.78,4.13,t,0.1753424657534246,12
21456,within an hour,100,93,f,t,t,Flatbush,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,211.0,2,35,2.0,4.69,4.78,4.82,4.8,4.43,4.51,f,0.1287671232876712,45
